Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttendanceScore,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
-0.4384222986141799,-0.16239917919922733,-0.3939381836990763,-0.8916882501868245,-1.7316580968036963,-0.9614863916702531,1.4051359227861628,-0.67846359583741,-1.1505541015749308,-0.9320143892374165,-1.322078986518628,2.483395993813116,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.25220049272708844,1.1563022799500973,-1.0853364387843123,0.37967212888114743,-0.42623001504290287,-0.24412317563703068,-0.21160368475757949,-1.3740508422516022,1.515243916193211,-0.13678822577626595,1.1940446282519868,-0.3482548844322107,-0.6791410784025343,-0.24305927219151893,-0.31409347099260015,3.1970883700331973,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339
2.280905882663645,1.7173393516894653,0.09963874367159682,-1.8684257522543597,-1.730872586213175,-0.9614863916702531,-0.49166100123768053,-1.0794855041128393,2.1293060069870897,0.24198831185855807,-0.6788770437360288,0.15570708143992978,-0.32789331844000197,-0.3687152874355457,-0.0345197463373974,0.25220049272708844,-0.663898703301707,1.7577486191538032,-1.0261667362455191,2.346151056253851,0.013564363536823758,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.1940446282519868,-0.3482548844322107,-0.6791410784025343,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339
-0.4384222986141799,1.7173393516894653,0.9633983665702748,1.0617867539482457,-1.730087075622654,1.7496101475022634,2.7250533073538916,-0.67846359583741,-0.057267398720923963,2.5899937140505074,-0.8075174322925486,-0.6201892226844656,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,-0.6654597159581094,-0.663898703301707,-2.5068789677533703,0.37967212888114743,-0.42623001504290287,-0.5130728174156116,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934075,-0.3482548844322107,-0.6791410784025343,4.11422280246132,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339
-0.4384222986141799,-2.04213771008792,-0.8875151110697495,2.038524256015781,-1.729301565032133,0.8459113011114247,0.3863007877246271,0.12358022071344858,-1.1505541015749308,2.5899937140505074,0.2216056761596102,1.7074996896887207,0.16194730971731802,1.4938670923934996,0.24583399463483546,1.1698607014122862,1.1563022799500973,0.3362060901847455,-1.0261667362455191,-0.42623001504290287,-0.3784241270038319,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.1940446282519868,-0.3482548844322107,-0.6791410784025343,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,5.221994903217616,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339
-0.4384222986141799,-0.16239917919922733,0.09963874367159682,-1.8684257522543597,-1.728516054441612,-0.9614863916702531,-0.8841090709892251,0.5246021289888778,-0.8772324258614291,1.4159910129545328,-0.29295587806646917,-0.6201892226844656,-0.16461310905422863,-0.6791456840737199,-0.0345197463373974,1.1698607014122862,-1.573999194927609,0.3362060901847455,0.37967212888114743,-0.42623001504290287,0.22788640554551437,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934075,-0.3482548844322107,1.4724481139503225,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339
-0.4384222986141799,-0.16239917919922733,-0.14714972001373974,0.08504925188071055,-1.7277305438510908,1.7496101475022634,-0.5167334821422188,0.12358022071344858,-0.6039107501479274,-0.9320143892374165,2.151211504507408,1.7074996896887207,-0.0013328996684553085,1.4938670923934996,0.8065414765793012,0.25220049272708844,-0.663898703301707,-1.0853364387843123,0.37967212888114743,-0.42623001504290287,2.3098146979042875,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.1940446282519868,-0.3482548844322107,-0.6791410784025343,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,4.168333000133267,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339
2.280905882663645,-0.16239917919922733,0.2230329755142651,-0.8916882501868245,-1.7269450332605698,-0.05778754527941421,-0.1465956708226787,-0.2774416875619807,1.3093409798465847,0.24198831185855807,-0.8075174322925486,-0.6201892226844656,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,-1.5831199246433072,0.24620178832419518,-2.5068789677533703,0.37967212888114743,2.346151056253851,-0.5799874002539923,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934075,-0.3482548844322107,1.4724481139503225,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339
-0.4384222986141799,-0.16239917919922733,1.0867925984129432,0.08504925188071055,-1.7261595226700488,-0.05778754527941421,-0.7139136709507913,-0.2774416875619807,1.855984331273588,2.5899937140505074,-0.16431548950994934,-0.6201892226844656,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,-1.5831199246433072,-0.663898703301707,0.3362060901847455,0.37967212888114743,2.346151056253851,-0.727703775706858,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.1940446282519868,-0.3482548844322107,-0.6791410784025343,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339
-0.4384222986141799,-0.16239917919922733,-1.0109093429124179,0.08504925188071055,-1.7253740120795276,0.8459113011114247,-0.947427709205771,-1.0794855041128393,1.5826626555600865,-0.9320143892374165,-0.16431548950994934,-0.6201892226844656,0.32522751910309133,1.4938670923934996,1.086895217551534,-0.6654597159581094,1.1563022799500973,0.3362060901847455,0.37967212888114743,2.346151056253851,-0.34647024860743464,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,1.1940446282519868,-0.3482548844322107,-0.6791410784025343,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339
-0.4384222986141799,-2.04213771008792,-0.270543951856408,1.0617867539482457,-1.7245885014890066,1.7496101475022634,1.4790784935893775,-0.67846359583741,-0.6039107501479274,0.24198831185855807,-0.6788770437360288,-0.6201892226844656,-0.16461310905422863,-0.3687152874355457,0.24583399463483546,-0.6654597159581094,-1.573999194927609,0.3362060901847455,0.37967212888114743,-0.42623001504290287,-0.4631890898423333,-0.21160368475757949,0.7277751079147405,-0.6599597525607148,-0.13678822577626595,-0.8374896350934075,-0.3482548844322107,1.4724481139503225,-0.24305927219151893,-0.31409347099260015,-0.3127845978150477,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339
